630104,5352
9487,17438
6050894,17438
39030,3278
39030,1716
998,7398
311164,3238
32105,3238
32105,4199
377993,7425
821003,5681
24876258,14748
80631,2115
81048,813
7640261,14956
22028,9148
176892,5988
176892,18634
138811,16428
15990489,7827
15743075,2831
16116760,16291
13549445,22690
550844,10606
18523711,9577
17234659,16272
25906415,12639
165782,10996
274400,517
1977834,6881
228345,18304
7831145,4019
58893,11975
153783,11975
870461,17438
286136,22347
6419887,9830
228244,9278
3004139,18807
93729,15130
71869,1069
900682,3790
7519640,13425
124923,11324
2214574,5807
4842437,21038
7163862,839
8662135,21576
97860,9485
10587120,177
79484,17899
26936,4381
1438096,6372
91760,21844
91760,3333
621687,9668
199635,7162
39097,15242
25975141,8759
1783289,5352
5498077,9198
7704979,15130
24764,6321
239065,5187
475965,2325
7129468,20879
1891296,18360
294042,1657
6556261,22411
8685644,6582
15549,9961
10414941,11279
10065348,5557
11242368,5557
19286623,8640
100629,13886
28978,10420
7943678,15130
167302,3829
311308,3238
16356,281
82553,1069
16130758,16566
13425352,999
922119,15842
5350,7599
294285,3784
22852698,8662
457762,22772
618924,22358
13151,21519
402,11067
104216,20085
244475,13806
7893,1614
878307,19128
12447,4407
85993,15130
226425,12377
3942622,5542
47241,14372
339026,12167
37451,505
11273356,14186
13075513,18371
140278,281
137098,19670
2206960,5352
112075,18547
50725,20865
6503152,5542
6503152,13152
6503152,5652
264587,13325
1933181,9152
13806,6051
12700306,1073
17558817,325
6572,15797
13570639,14439
45234,18979
6420,12154
13012638,5557
6519314,11488
10222362,20035
16707,15079
125432,19780
313605,11245
25242224,18090
8296,22842
7958,22205
93794,7638
943903,21401
545875,19642
6064646,6666
149621,10485
11750412,11023
102661,13087
102661,22726
15815333,2601
11237412,999
127028,14688
177523,18643
13605496,9680
17735,7148
25892878,13756
22693811,2230
696703,8830
79090,17893
153193,13058
826583,8099
266599,3666
10329483,9332
511528,13951
511528,12602
2917367,19369
782898,17736
3064278,2173
13438524,6329
15710495,9680
137972,15027
15814479,14779
111831,20644
836610,1827
1783281,5352
597040,20444
5137,9219
901111,11670
45169,21519
143691,8954
18669536,3280
41958,7827
862108,13497
1033346,5418
1033346,17369
2102300,14650
16315,281
9526,13623
13325079,8859
5055,2793
1946,18759
6340016,15163
32430,5503
107792,18260
60483,21026
126507,16582
10816297,6079
15817326,5102
26031279,4096
23492741,10996
24963,22197
1724365,9057
7346,3683
10822,16280
6359133,14842
2841694,7319
175828,11952
44236,8624
2073686,16185
670686,2478
762053,10257
155206,11279
22756190,4567
613218,1120
649361,15358
74043,16618
2305862,7055
12764,3333
16182,771
640029,16021
8350864,4603
21863558,22690
21400356,8678
11746102,16451
15790833,16713
961831,1166
4806,14958
34524,20444
24156,11496
24156,20198
458313,13806
216196,5067
6280379,7497
7857713,20275
10174795,18075
1878,11595
609870,20766
143728,17977
50695,21653
17570751,2211
73051,21522
12882349,2342
47061,5146
16115,4329
129223,14265
233904,12027
3157877,2635
22193,505
32957,17950
627055,11629
41951,7827
563457,4806
628283,11815
73954,609
73954,18899
2062048,16839
238126,7136
12389310,6606
