264587,19,16
1933181,19,1422
1933181,22,230
1933181,6,219
1933181,144,108
1933181,125,88
13806,33,780
13806,6,88
13806,39,64
13806,52,28
13806,133,25
12700306,40,1479
12700306,33,1388
12700306,6,209
12700306,67,203
12700306,77,197
12700306,91,174
17558817,114,1163
17558817,3,951
17558817,59,393
17558817,145,216
17558817,115,183
17558817,1,86
17558817,146,80
17558817,58,48
17558817,6,44
17558817,38,44
6572,8,566
6572,6,101
6572,7,55
6572,2,44
13570639,33,165
13570639,3,131
13570639,147,111
13570639,1,105
13570639,148,64
13570639,149,64
45234,6,618
45234,28,289
45234,2,240
45234,7,191
45234,50,130
6420,2,1145
6420,6,426
6420,28,333
6420,58,270
6420,3,207
13012638,33,36
13012638,35,13
13012638,36,10
13012638,1,9
13012638,6,9
13012638,150,9
6519314,19,279
6519314,6,141
6519314,3,42
6519314,151,38
6519314,22,33
10222362,1,435
10222362,35,399
10222362,108,130
10222362,33,89
10222362,3,81
10222362,6,74
10222362,7,58
10222362,2,38
10222362,152,35
10222362,127,27
16707,6,982
16707,59,114
16707,80,96
16707,73,85
16707,153,83
125432,6,114
125432,32,101
125432,19,90
125432,55,56
125432,92,46
313605,11,1383
313605,10,683
313605,18,278
313605,13,245
313605,154,195
313605,155,166
313605,156,148
313605,16,110
313605,157,57
313605,158,55
25242224,6,1096
25242224,122,327
25242224,19,211
25242224,159,196
25242224,80,122
25242224,17,118
25242224,153,108
25242224,59,104
25242224,160,64
25242224,161,63
8296,19,671
8296,32,609
8296,31,458
8296,6,425
8296,1,296
8296,22,215
8296,98,99
8296,162,60
8296,163,37
8296,164,32
7958,19,420
7958,6,189
7958,121,84
7958,22,49
7958,165,45
7958,166,44
93794,6,496
93794,7,487
93794,2,323
93794,167,185
93794,41,104
943903,6,5
943903,103,3
545875,2,125
545875,130,94
545875,41,77
545875,3,75
545875,7,71
545875,6,53
6064646,1,203
6064646,33,131
6064646,67,116
6064646,3,99
6064646,104,79
149621,6,204
149621,7,184
149621,36,69
149621,2,42
149621,127,30
11750412,1,271
11750412,67,239
11750412,33,180
11750412,106,115
11750412,40,79
11750412,105,68
102661,6,184
102661,151,136
102661,32,52
15815333,6,2009
15815333,59,278
15815333,153,206
11237412,1,247
11237412,33,169
11237412,35,162
11237412,129,86
11237412,6,71
11237412,86,44
11237412,67,37
11237412,36,36
11237412,168,24
11237412,105,19
127028,6,351
127028,32,292
127028,19,75
177523,119,447
177523,96,272
177523,10,212
177523,32,166
177523,47,164
13605496,138,119
13605496,3,68
13605496,63,48
13605496,146,27
13605496,38,24
13605496,115,17
17735,35,366
17735,6,172
22693811,98,148
22693811,6,105
22693811,31,83
22693811,102,75
22693811,17,33
22693811,162,32
22693811,1,31
22693811,163,29
22693811,59,26
22693811,164,12
696703,5,84
696703,169,49
696703,10,36
696703,170,22
696703,171,21
696703,172,16
696703,121,15
79090,10,171
79090,74,156
79090,43,53
79090,50,42
79090,75,27
153193,106,574
153193,67,564
153193,3,417
153193,68,356
153193,33,330
153193,40,293
153193,58,250
826583,93,329
826583,173,227
826583,31,164
826583,174,49
826583,103,43
826583,6,41
826583,175,20
826583,28,13
826583,33,13
826583,176,12
266599,177,465
266599,106,179
266599,26,89
266599,1,79
266599,3,63
266599,33,57
266599,67,35
266599,25,26
266599,105,22
266599,6,17
10329483,4,53
10329483,19,42
10329483,3,29
10329483,5,27
10329483,79,16
10329483,6,13
10329483,21,13
511528,31,123
511528,6,55
2917367,33,484
2917367,6,41
2917367,77,18
2917367,3,14
782898,19,203
782898,6,107
782898,22,37
782898,3,33
117904,80,73
117904,6,35
117904,73,17
3064278,6,29
3064278,32,28
3064278,19,19
3064278,73,17
13438524,6,1786
13438524,153,171
13438524,59,159
13438524,178,151
13438524,179,108
13438524,60,107
13438524,80,106
13438524,180,105
13438524,17,99
13438524,181,97
15710495,138,79
15710495,3,57
15710495,115,17
15710495,182,8
137972,1,254
137972,106,224
137972,8,123
137972,67,111
137972,33,110
15814479,1,66
15814479,59,31
15814479,102,26
15814479,3,13
111831,6,61
111831,19,42
111831,55,12
111831,32,9
111831,22,7
111831,3,6
836610,177,2563
836610,33,167
836610,3,157
836610,26,137
836610,1,73
1783281,1,146
1783281,2,41
597040,33,898
597040,6,168
597040,28,102
597040,1,70
597040,31,42
597040,183,32
597040,36,29
597040,17,27
597040,98,20
597040,37,20
5137,81,213
5137,43,112
5137,10,102
5137,75,82
