30377,Anna Sergeyevna Dudenkova,F,167,51
30378,Diana Gnkova Dudeva,F,157,46
30379,Sinead Marie Dudgeon,F,172,56
30380,"Timothy ""Tim"" Dudgeon",M,175,72
30381,Dmitry Vladimirovich Dudik,M,178,75
30382,Valery Arkadyevich Dudin,M,180,84
30383,Nikolay Afanasyevich Dudkin,M,178,78
30384,Kseniya Pavlovna Dudkina,F,173,49
30385,"William Henry Dudley, III",M,NA,NA
30386,Yelena Vladimirovna Dudnik (-Leybo),F,165,54
30387,Alexandru Dudoglo,M,162,69
30388,"Abraham Everardus ""Biem"" Dudok van Heel",M,172,70
30389,Michiel Dudok van Heel,M,NA,NA
30390,Princess Dudu,F,173,78
30391,Joanne Dudziak,F,170,60
30392,Marian Andrzej Dudziak,M,181,81
30393,Helga Rosa Maria Dudzinski,F,NA,NA
30394,Peter Due,M,176,75
30395,Steen Due,M,NA,NA
30396,Carl Christian Due-Boje,M,170,77
30397,Christopher Judemesa Duenas,M,185,84
30398,Crispin Nataniel Duenas,M,172,81
30399,Roberto Dueas Hernndez,M,221,137
30400,Yobal Dueas Martnez,M,190,97
30401,"Virginia Ruth ""Ginny"" Duenkel",F,170,61
30402,Brian Matthew Duensing,M,183,93
30403,Nils Duerinck,M,183,75
30404,Annette Duetz,F,180,74
30405,Henry Ludwig Duey,M,NA,NA
30406,Henri Duez,M,169,64
30407,Pierre-Andr Dufau,M,NA,NA
30408,Clmentine Hlne Dufau,F,NA,NA
30409,Paul Dufauret,M,NA,NA
30410,Irene Dufaux (Suter-),F,170,56
30411,Laurent Dufaux,M,169,60
30412,Pierre-Alain Dufaux,M,172,64
30413,Dufeite,M,NA,NA
30414,Hugo Dufey,M,182,83
30415,Gary Duff,M,NA,NA
30416,Jason Paul Duff,M,184,78
30417,Justin Duff,M,200,102
30418,Margaret Duff (-Colette),F,NA,NA
30419,Melanie Francis Ann Duff,F,NA,NA
30420,"Richard ""Rick"" Duff",M,188,75
30421,Cosmo Edmund Duff-Gordon,M,183,80
30422,Arthur Francis Duffey,M,170,62
30423,Seain Frank Dufficy,M,167,68
30424,Divie Bethune Duffield,M,NA,NA
30425,Christof Duffner,M,184,66
30426,"Edward John ""Eddie"" Duffy",M,NA,NA
30427,Flora Jane Duffy,F,163,57
30428,Frank Hopkins Duffy,M,NA,NA
30429,"James ""Jimmy"" Duffy (McNiff-)",M,172,NA
30430,John J. Duffy,M,NA,NA
30431,"Patrick Joseph ""Paddy"" Duffy",M,NA,NA
30432,Albta Dufkov,F,172,60
30433,Patrick Duflos,M,187,75
30434,Eugne Auguste Antoine Duflot,M,NA,NA
30435,Cathrine Dufour,F,170,68
30436,Fabienne Dufour,F,176,67
30437,Frdric Dufour,M,178,71
30438,Simon Dufour,M,181,77
30439,Sylvain Dufour,M,178,82
30440,Thomas Dufour,M,183,72
30441,Pierre Georges Marie Charles Dufour d'Astafort,M,180,NA
30442,"Louis Dufour, Jr.",M,NA,NA
30443,Chlo Dufour-Lapointe,F,165,61
30444,Justine Dufour-Lapointe,F,164,54
30445,Maxime Dufour-Lapointe,F,165,63
30446,Youna Dufournet,F,160,56
30447,lie Dufraisse,M,NA,NA
30448,mile R. Dufranc,M,NA,NA
30449,Jonathan Dufrasne,M,180,70
30450,Coleen Dufresne (-Stewner),F,178,70
30451,Jean-Pierre Dufresne,M,177,66
30452,Olaf Dufseth,M,NA,NA
30453,Paula Dufter,F,167,59
30454,Thomas Dufter,M,185,77
30455,Vronique Dugailly,F,169,56
30456,Laetitia Dugain,F,160,52
30457,"William Russell ""Bill"" Dugan",M,NA,NA
30458,Claude Dugardin,M,168,67
30459,Dugarsrengiin Oyuunbold,M,163,57
30460,Dominic Dugasse,M,188,99
30461,Guy Carol Dugdale,M,NA,NA
30462,Thomas Cantrell Dugdale,M,NA,NA
30463,Keltie Mayken Duggan (-Graboski),F,170,63
30464,Luis Jorge Duggan Ham,M,NA,NA
30465,Meghan Duggan,F,178,73
30466,"Patricia ""Pat"" Duggan (-Castaldi, -de Glas)",F,168,68
30467,Sue Joanne Duggan (-Innes),F,NA,NA
30468,"Timothy ""Timmy"" Duggan",M,173,60
30469,"William Bernard Tynan ""Willie"" Duggan",M,NA,NA
30470,Dmitry Yevgenyevich Dugin,M,183,83
30471,Cyril Patrick William Francis Radclyffe Dugmore,M,NA,NA
30472,Damir Dugonji,M,202,105
30473,Martine Dugrenier,F,166,63
30474,Paola Duguet Duran,F,176,65
30475,Romain Duguet,M,176,68
30476,"John Desmond ""Des"" Duguid",M,175,65
30477,Duh Maw-Sheng,M,178,80
30478,John Alexander Duha,M,NA,NA
30479,"Gregory ""Greg"" Duhaime",M,180,64
30480,mile Duhamel,M,NA,NA
30481,Meagan Duhamel,F,148,48
30482,Ren Duhamel,M,180,79
30483,Dahlia Duhaney,F,168,54
30484,Vjaeslavs Duhanovs,M,182,68
30485,Ihor Oleksiyovych Duhinets,M,196,100
30486,"Francis Johann Wilhelm ""Franz"" Duhne",M,168,87
30487,Clment Duhour,M,185,97
30488,douard Duhour,M,184,99
30489,Uwe Dhring,M,186,86
30490,"Dennistoun Vaughan  ""Dennis""  Duigan",M,NA,NA
30491,"Bernardus ""Ben"" Duijker",M,NA,NA
30492,Gerrit Frederik Duijm,M,NA,NA
30493,Karl Duill,M,NA,NA
30494,Robert Dennis Duis (Hamer-),M,NA,NA
30495,Charlotte Susan Jane Dujardin,F,170,57
30496,Paul Lon Auguste Louis Joseph Dujardin,M,NA,NA
30497,J. Willy Dujardin,M,NA,NA
30498,Julio Elizardo Dujarric Lembcke,M,173,79
30499,Julia Dujmovits,F,168,60
30500,uro Dukanovi,M,NA,NA
30501,Jana Duktov,F,180,64
30502,Hailey Duke,F,170,70
30503,Ivan Elliot Duke,M,NA,NA
30504,Richard John Duke,M,183,83
30505,"Horrace Smith ""Smitty"" Duke",M,191,89
30506,"Bridget Mary ""Biddy"" Duke-Woolley (Armitage-)",F,NA,NA
30507,Gordon Bennett Dukes,M,178,70
30508,"Pamela Camille ""Pam"" Dukes (-Boyer, -Brown)",F,NA,NA
30509,"Nataliya Stanislavovna ""Natasha"" Dukhnova",F,174,60
30510,Sergey Petrovich Dukhovich (-Lyakhovich),M,194,96
30511,Darko Duki,M,181,75
30512,Milivoj Duki,M,185,83
30513,Mikho Ivanov Dukov,M,165,57
30514,"Albin ""Al"" Dukowski",M,178,65
30515,Jolanta Dukure,F,167,54
30516,Martins Dukurs,M,178,75
30517,Tomass Dukurs,M,186,86
30518,Lishan Dula Gemgchu,F,164,44
30519,Peter Dula,M,191,75
30520,Dulamyn Amarsanaa,M,177,62
30521,Alexandru Dulu,M,185,84
30522,Constant Dulau,M,NA,NA
30523,Jacques Dulcy,M,170,63
30524,Philip Raymond Dulebohn,M,175,75
30525,Ware Kutre Dulecha,F,162,50
30526,Yevgeny Vasilyevich Duleyev,M,193,90
30527,Kelly Dulfer,F,185,78
30528,Mirela Dulgheru (-Renda),F,175,64
30529,Henri Joseph Marie Dulieux,M,NA,NA
30530,Gisela Alejandra Dulko (-Gago),F,170,56
30531,Gayle Albert Dull,M,172,69
30532,"Hugh William Macpherson ""Peter"" Dulley",M,NA,NA
30533,Johann Victor Franz Dulnig,M,NA,NA
30534,Shawn Dulohery,M,182,107
30535,Margarita Dulova,F,166,50
30536,Volodymyr Duma,M,174,64
30537,Justin William Bek Dumais,M,167,65
30538,Troy Matthew Bek Dumais,M,168,68
30539,Laureniu Dumnoiu,M,194,84
30540,Carlos Dumas,M,NA,NA
30541,"Charles Everett ""Charlie"" Dumas",M,185,81
30542,Michel Dumas,M,186,82
30543,Bruno Dumay,M,188,88
30544,Nino Dumbadze (-Diachk'ovi),F,178,82
30545,Thomas Henry Dumbill,M,NA,NA
30546,Scott Dumbrell,M,182,66
30547,Kaspars Dumbris,M,192,85
30548,Aleksandr Andreyevich Dumchev,M,196,92
30549,Yury Eduardovich Dumchev,M,200,128
30550,Cline Dumerc,F,169,60
30551,Emiliano Dumestre Guaraglia,M,186,70
30552,Valeriu Duminic,M,175,81
30553,Adrian Duminicel,M,186,96
30554,Ion Duminicel,M,180,85
30555,Maria Magdalena Dumitrache,F,187,83
30556,Constantin Dumitra,M,171,68
30557,Mihai Dumitracu,M,185,104
30558,Constantin Dumitrescu,M,NA,NA
30559,Daniel Dumitrescu,M,171,58
30560,Daniela Dumitrescu,F,NA,NA
30561,Ion Dumitrescu,M,179,98
30562,Rare Dumitrescu,M,192,84
30563,Roxana Daniela Dumitrescu (-Toader),F,NA,NA
30564,Liviu-Alexandru Dumitrescu-Lazar,M,175,75
30565,Alexe Dumitru,M,166,75
30566,Alina Alexandra Dumitru (-Croitoru),F,158,48
30567,Constantin Dumitru,M,NA,NA
30568,Corina Loredana Dumitru,F,NA,NA
30569,Kathrin Dumitru,F,176,60
30570,Marian Dumitru,M,196,95
30571,Nicolae Dumitru,M,162,57
30572,Petre Dumitru,M,173,90
30573,Viorica Dumitru,F,165,64
30574,Klaus Dumke,M,189,74
30575,Cornelia Dumler,F,180,68
30576,Frank Dummerth,M,NA,NA
30577,Adolphe Dumont,M,NA,NA
30578,Bernard Dumont,M,185,77
30579,Christian Dumont,M,184,76
30580,Gaston Dumont,M,NA,NA
30581,Guillaume Jean Jules Dumont,M,NA,NA
30582,Guylaine Dumont,F,176,71
30583,Jean Dumont,M,NA,NA
30584,L. Dumont,M,NA,NA
30585,Jos Nicolas Dumont,M,176,75
30586,Stphanie Dominique Dumont,F,NA,NA
30587,Robert Dumontois,M,190,82
30588,Dumortier,M,NA,NA
30589,Franck Dumoulin,M,171,73
30590,Marcel Dumoulin,M,NA,93
30591,Tom Dumoulin,M,186,70
30592,Kaspars Dumpis,M,181,80
30593,Andreas Dumrauf,M,NA,NA
30594,Dmytro Oleksiyovych Dun,M,183,78
30595,Antal Dunai (Dujmov),M,183,78
30596,Ede Dunai,M,180,78
30597,Jnos Dunai (Dujmov),M,175,71
30598,Lajos Dunai (Drestyk-),M,182,73
30599,Jerzy Dunajski,M,180,78
30600,Bernard Dunand,M,188,81
30601,Adriana Vladimirova Dunavska,F,163,41
30602,Bertalan Dunay,M,NA,NA
30603,Pl Dunay,M,NA,NA
30604,Andrey Yevgenyevich Dunayev,M,176,70
30605,Vitaly Vladimirovich Dunaytsev,M,174,64
30606,Eric Victor Dunbar,M,NA,NA
30607,"James Ralph ""Jim"" Dunbar",M,NA,NA
30608,Mark Anthony Dunbar,M,168,62
30609,Rodica Dunca (-Kszegi),F,158,43
30610,"Alexander ""Alex"" Duncan",M,NA,NA
30611,"Ronald ""Boris"" Duncan",M,177,82
30612,"David ""Dave"" Duncan",M,183,93
30613,"James Henry ""Jim"" Duncan",M,178,86
30614,Jonathan Erskine Duncan,M,181,83
30615,Nanette Mary Duncan (-Thomas),F,NA,NA
30616,"Peter Robert ""Paddy"" Duncan",M,NA,NA
30617,Peter John Duncan,M,NA,NA
30618,Peter Duncan,M,173,70
30619,Richard Duncan,M,190,80
30620,Robert Bruce Duncan,M,NA,NA
30621,Robert Cochran Duncan,M,NA,NA
30622,"Timothy Theodore ""Tim"" Duncan",M,213,104
30623,Tracy Duncan,F,170,57
30624,"Patricia ""Tricia"" Duncan",F,183,62
30625,"Albert Gordon ""Bert"" Duncanson",M,NA,NA
30626,"John Vinzenz Andrew de Villiers ""Vincent"" Duncker",M,184,77
30627,"William Frederick ""Bill"" Dundon",M,183,80
30628,Frank Dundr (Butz-),M,186,89
30629,Andrey Gennadyevich Dundukov,M,170,60
30630,Voldemar Petrovich Dundur,M,182,82
30631,Magorzata Dunecka (Gajewska-),F,176,67
30632,"Leszek Ryszard ""Lech"" Dunecki",M,180,73
30633,Krasimir Nikolaev Dunev,M,170,65
30634,Evan Dunfee,M,182,70
30635,David Harvey,M,194,82
30636,Jason Edward Dunford,M,183,75
30637,"Carlos Caetano ""Dunga"" Bledorn Verri",M,174,68
30638,Jason A. Dungjen,M,183,77
30639,"Michael F. ""Mike"" Dunham",M,190,91
30640,Moacyr Dunham,M,NA,NA
30641,Angelika Dnhaupt,F,172,64
30642,Vesna Dunimagloska,F,NA,NA
30643,Maria Dunin-Piotrowska,F,NA,NA
30644,Matthias Dunkel,M,186,80
30645,Uwe Dnkel,M,180,66
30646,"Frederick Francis ""Freddie"" Dunkelman",M,172,69
30647,Nancy Lynn Dunkle,F,188,70
30648,Everett Allen Dunklee,M,173,70
30649,"Stanley Richard ""Stan"" Dunklee",M,183,82
30650,Susan Krista Dunklee,F,170,64
30651,Fitzroy Junior Dunkley,M,195,79
30652,Robert Anthony Dunkley,M,NA,NA
30653,Suzanne Ilne Dunkley,F,NA,NA
30654,Joshua Dunkley-Smith,M,194,98
30655,Alison Kerry Dunlap,F,168,56
30656,"David Coombs ""Dave"" Dunlap",M,189,86
30657,"William ""Bill"" Dunlop",M,168,51
30658,Colin Dunlop,M,180,75
30659,David Dunlop,M,NA,NA
30660,Graham Barry Dunlop,M,175,69
30661,Mrio Stiebler Dunlop,M,190,90
30662,"Samuel Johannes Cornelis ""Sam"" Dunlop",M,NA,NA
30663,Toni James Dunlop,M,191,96
30664,Dylan Dunlop-Barrett,M,191,75
30665,"Christopher Williams ""Chris"" Dunn",M,196,86
30666,Crystal Alyssia Dunn,F,157,56
30667,David Kircher Dunn,M,180,84
30668,Gordon Glover Dunn,M,193,110
30669,Graham John Dunn,M,177,76
30670,Harry T. Dunn,M,NA,NA
30671,"John Edward Powell ""Jack"" Dunn",M,NA,NA
30672,John W. Dunn,M,NA,NA
30673,Lorraine Fay Dunn (-Davis),F,164,58
30674,Marc Dunn,M,183,85
30675,Maria McQueen Dunn,F,165,63
30676,"Matthew Stephen ""Matt"" Dunn",M,184,84
30677,Patrick Dunn,M,180,86
30678,Paula Dunn (-Thomas),F,157,46
30679,Philip Martin Dunn,M,175,58
30680,"Richard ""Rick"" Dunn",M,194,95
30681,"Robert ""Robbie"" Dunn",M,190,91
30682,Robert William Dunn,M,193,100
30683,Ronald Dunn,M,189,115
30684,Roy Harvey Dunn,M,NA,NA
30685,Shannon M. Dunn-Downing,F,157,51
30686,Velma Clancy Dunn (-Ploessel),F,NA,NA
30687,"Victoria Anne ""Vicki"" Dunn",F,160,48
30688,William Dunn,M,NA,NA
30689,"Patricia ""Tricia"" Dunn-Luoma",F,173,66
30690,Brendan Dunne,M,160,47
30691,David Michael Dunne,M,NA,NA
30692,Dermot Dunne,M,167,57
30693,"James ""Jimmy"" Dunne",M,165,57
30694,Robert Jerome Dunne,M,185,86
30695,"William ""Willie"" Dunne",M,173,65
30696,Christian Dnnes,M,207,105
30697,Adrianne Dunnett (-Yeates),F,171,57
30698,Catherine Dunnette,F,175,61
30699,Mary Beth Dunnichay,F,152,45
30700,Barry Frank Dunning,M,173,70
30701,Andr Albert Marie Dunoyer de Segonzac,M,NA,NA
30702,Brian William Dunseth,M,180,77
30703,Thomas Dunstan,M,194,96
30704,"Bernard Francis ""Frank"" Dunster",M,NA,NA
30705,George Gordon Dunston,M,NA,NA
30706,William Herbert Dunton,M,NA,NA
30707,Duo Bujie,M,175,55
30708,Afo Duodu,M,NA,NA
30709,Duoji Qiuyun,M,174,75
30710,Alvydas Duonla,M,190,90
30711,Dng Th Vit Anh,F,160,55
30712,Dng Vn Dan,M,170,60
30713,Dng c Thy,M,164,56
30714,R. Duparc,M,NA,NA
30715,Anne A. Dupire,F,NA,NA
30716,douard Dupir,M,NA,NA
30717,Dupland,M,NA,NA
30718,"Christopher David ""Chris"" Duplanty",M,190,95
30719,Imke Duplitzer,F,186,79
30720,Aaron Dupnai,M,162,54
30721,Jozu Dupon,M,NA,NA
30722,A. Duponcheel,M,NA,NA
30723,Clment Dupont,M,165,68
30724,Daniel Dupont,M,175,76
30725,Denise Kanstrup Dupont,F,169,68
30726,mile Leon Jacques Dupont,M,NA,NA
30727,Enrique H. Dupont Galione,M,184,82
30728,Georges Dupont,M,NA,NA
30729,Jacques Dupont,M,NA,NA
30730,Lon Dupont,M,NA,NA
30731,Madeleine Kanstrup Dupont,F,173,69
30732,Philippe Dupont,M,180,64
30733,Philippe Constant Guy Marie Lon Dupont,M,NA,NA
30734,Ren Dupont,M,NA,88
30735,Dominique Dupont Roc,M,175,76
30736,Marthe Dupont-Trasenster (Chaudoir-),F,NA,NA
30737,"Julia Esther ""Daysi"" Duporty Torres",F,171,63
30738,Christophe Dupouey,M,177,60
30739,Albert Dupouy,M,170,73
30740,Alain Duprat,M,186,88
30741,Pierre Duprat,M,175,73
30742,Gilles Dupray,M,186,115
30743,Marcel Dupraz,M,NA,NA
30744,"William Francis ""Bill"" Dupree",M,NA,NA
30745,"William Jedediah ""Jed"" Dupree",M,177,79
30746,"Rayfield Dupree, Jr.",M,185,77
30747,"Donald Victor ""Don"" Dupree, Sr.",M,NA,NA
30748,Donalda Duprey (-Abadie),F,168,56
30749,"Philip Michael ""Phil"" Duprey",M,180,91
30750,Andr Duprez,M,NA,NA
30751,Bndicte Duprez (-Bazureau),F,167,56
30752,"Robert ""Bob"" Dupuis",M,177,76
30753,Guy Dupuis,M,175,75
30754,"Joseph Emile Gerald David ""Jerry"" Dupuis",M,NA,NA
30755,Lori Dupuis,F,173,75
30756,"Antonius Stanislaus Nicolaas Ludovicus ""Toon"" Dupuis",M,NA,NA
30757,Maryvonne Dupureur (Samson-),F,167,58
30758,slam Duquiyev,M,170,69
30759,Antonio Duque Grza,M,175,72
30760,Jaime Duque,M,173,65
30761,Leonardo Fabio Duque,M,173,74
30762,Lucas Rodriques Duque,M,170,84
30763,Mariana Duque Mario,F,169,61
30764,Moiss Rodriques Duque,M,173,75
30765,Elonor Lucien Ernest Duquesne,M,NA,NA
30766,Hermann Dr,M,170,62
30767,"Sarah Frances ""Fanny"" Durack (-Gately)",F,NA,NA
30768,Guy Duraffourg,M,180,75
30769,C. Thirugnan Durai,M,NA,NA
30770,Osman Duraliev,M,185,125
30771,Andrea Duran,F,168,60
30772,Cassius Ricardo Duran,M,174,73
30773,Guillermo Durn,M,178,82
30774,Jos Durn Noguera,M,164,61
30775,Jos Antonio Duran Aguirre,M,164,60
30776,Jos Manuel Durn Prez,M,173,66
30777,Juan Manuel Durn Guterrez,M,NA,NA
30778,Miguel Durn Navia,M,193,80
30779,Rafael Duran,M,167,65
30780,Ricardo Durn,M,NA,NA
30781,Catherine Durand (-Henriquet),F,175,60
30782,tienne Durand,M,NA,NA
30783,Florentin Durand,M,183,70
30784,Gilles Durand,M,180,68
30785,Ginette Durand,F,NA,NA
30786,Gregory Durand,M,178,69
30787,Raymond Joseph Durand,M,NA,NA
30788,"Pierre Durand, Jr.",M,180,72
30789,"Pierre Durand, Sr.",M,174,62
30790,Grard Durand-Poudret,M,174,70
30791,Jos Mara Duraona Ore,M,NA,NA
30792,Yordanys Duraona Garca,M,185,83
30793,Adrian Kent Russell Durant,M,173,68
30794,Albert Paul Durant,M,NA,NA
30795,Hugh Durant,M,NA,NA
30796,Joanne Elizabeth Durant (-Littleton),F,170,71
30797,Kevin Wayne Durant,M,206,105
30798,Scott David Durant,M,196,96
30799,Ivan Duranthon,M,NA,NA
30800,Ricardo Fernando Duro,M,NA,NA
30801,Roberto Dria Duro,M,179,83
30802,Cornel Duru,M,180,78
30803,Ren Durbk,M,NA,82
30804,Daniel Donald Durben,M,172,68
30805,Franck Durbesson,M,177,82
30806,Donald Lee Durbin,M,175,84
30807,"Philip Marshall ""Phil"" Durbrow",M,191,86
30808,Thomas Kevin Durcan,M,184,86
30809,Svetla Nikolova Durchova,F,180,70
30810,Bohumil Durdis,M,NA,67
30811,Eugeniusz Durejko,M,202,101
30812,Elisabetta Durelli,F,NA,NA
30813,Franois Duret,M,NA,NA
30814,Ernest Dureuil,M,NA,NA
30815,Robert Dureville,M,178,76
30816,Riaz Durgahed,M,164,54
30817,"Jeffrey D. ""Jeff"" Durgan",M,183,89
30818,Alfred Florent Duriau,M,NA,NA
30819,Marcel Duriez,M,189,85
30820,Paul Joseph Durin,M,NA,NA
30821,Christian Dring,M,168,60
30822,Niclas Felix Dring,M,182,78
30823,Walter During,M,192,70
30824,Vtzslav uri,M,185,83
30825,Eva uriinov (-Kriskov),F,NA,NA
30826,Mria uriinov,F,169,67
30827,Muna Kalameya Durka,F,NA,NA
30828,"Michael Kelvin ""Mike"" Durkin",M,178,66
30829,Vladimir Durkovi,M,176,74
30830,Christian Durniak,M,193,90
30831,"Patricia ""Pat"" Durnin (-Leach)",F,NA,NA
30832,Reinhold Durnthaler,M,176,85
30833,Stphanie Durocher,F,168,54
30834,Olanrewaju Durodola,M,192,91
30835,rika Durn Miranda,F,NA,NA
30836,Ernesto Durn,M,173,63
30837,Marie-Pierre Duros (-Toudret),F,160,45
30838,J. Sloan DuRoss,M,198,97
30839,Marie-Christine Duroy (-de Laurire),F,167,54
30840,Norbert Drpisch,M,180,76
30841,Johannes Drr,M,177,63
30842,John Diederik Durr,M,NA,NA
30843,Peter Drr,M,183,85
30844,Raymond Durr,M,NA,NA
30845,Thomas Drr,M,194,102
30846,"Richard Henry ""Dick"" Durrance, Jr.",M,NA,NA
30847,Ronnie Drrenmatt,M,175,69
30848,Alan Hugh Durrett,M,180,78
30849,Michael Drsch,M,187,80
30850,Hans Drst,M,NA,NA
30851,Hans-Ulrich Drst,M,178,76
30852,Thomas Drst,M,180,65
30853,Walter Drst,M,178,76
30854,Walter Paul Drst,M,NA,NA
30855,Berry Hayworth Durston,M,193,84
30856,Erhan Dursun,M,182,76
30857,Mehmet Dursun,M,175,80
30858,Marina Durunda,F,170,51
30859,Andrew Durutalo,M,188,107
30860,Zoya Viktorivna Dus,F,167,60
30861,Octavian Dua,M,170,71
30862,Telesphore Dusabe,M,161,54
30863,Nadiya Dusanova,F,174,56
30864,Agnes Dusart,F,167,54
30865,Harald Duschek,M,NA,NA
30866,Volker Hasso Duschner,M,188,85
30867,Frantiek Duek,M,NA,NA
30868,"Jan Vtzslav ""Jean"" Duek",M,NA,NA
30869,Andrian Pavlov Dushev,M,180,85
30870,"Franz ""Ferry"" Dusika",M,NA,NA
30871,Josef Dusil,M,NA,NA
30872,"Nathaniel James ""Nate"" Dusing",M,185,83
30873,"Wilhelm ""Willy"" Dskow",M,NA,78
30874,Hasanboy Dusmatov,M,156,49
30875,Liliya Dusmetova,F,179,68
30876,Sardorbek Dusmurotov,M,168,110
30877,Emile Paul Joseph Duson,M,NA,NA
30878,Rebecca Ann Dussault (Quinn-),F,165,55
30879,Cornelis Dusseldorp,M,NA,NA
30880,Michelle Hollis Dusserre (-Farrell),F,153,41
30881,Thierry Dusserre,M,175,65
30882,Migsey Dussu Armian,F,170,65
30883,Wayne Dustin,M,187,81
30884,Stuart Dutamby,M,176,74
30885,"Raymond Woodruff ""Ray"" Dutcher",M,NA,NA
30886,Francis Duteil,M,174,69
30887,Gaston Jean Dutertre,M,NA,NA
30888,Louis Charles Marie Dutfoy,M,NA,NA
30889,Amy Birnie Duthie,F,NA,NA
30890,James Livingstone Duthie,M,183,72
30891,Roger Duthil,M,NA,NA
30892,Pamela Dutkiewicz,F,170,61
30893,Bernard Dutoit,M,NA,NA
30894,Nikolay Dutov,M,175,69
30895,Jos dos Santos Dutra,M,170,68
30896,Drean Farencena Dutra,M,NA,NA
30897,Juan Andrs Jos Dutra Romero,M,NA,NA
30898,Rogrio Dutra Silva,M,178,73
30899,Emilio Renato Dutra e Mello,M,167,72
30900,Claudius Dutrive,M,NA,99
30901,Keshav Chandra Dutt,M,NA,NA
30902,Sunil Dutt,M,157,48
30903,Yogeshwar Dutt,M,168,65
30904,Soma Dutta,F,160,46
30905,Mara Beln Dutto,F,170,67
30906,Brett Allan Dutton,M,180,72
30907,Eric Ogden Dutton,M,NA,NA
30908,Phillip Peter Dutton,M,168,68
30909,William Christian Dutton,M,183,82
30910,Werner Duttweiler,M,182,82
30911,Constantin Duu,M,186,75
30912,Lonard Dutz,M,163,63
30913,Aksel Ingvar Svane Duun,M,NA,NA
30914,"Michael Steven ""Mike"" Duursma",M,175,79
30915,Bryony Duus,F,163,63
30916,John Duus,M,172,70
30917,Albert Duval,M,NA,NA
30918,"Alfred Walter ""Alf"" Duval",M,190,91
30919,Franois mile Duval,M,NA,NA
30920,Spencer Gavin Duval,M,178,63
30921,Thibaut Duval,M,185,76
30922,Samuel Harding Duvall,M,NA,NA
30923,Ramn Duvaln Carrin,M,167,51
30924,Erik Bo Duvander,M,190,76
30925,Jorge Duvane,M,162,65
30926,Henri Duvanel,M,NA,NA
30927,Victor Emmanuel Duvant,M,NA,NA
30928,Jeremy Adam Duvendeck,M,180,88
30929,Alfredo Duvergel Adams,M,169,71
30930,Giorvis Duvergel Rojas,M,175,75
30931,Ren Duverger,M,164,67
30932,Philippe Duvernay,M,168,68
30933,Kristine Duvholt (-Havns),F,166,64
30934,Bernd Duvigneau,M,183,88
30935,Adrien Duvillard,M,168,75
30936,Adrien Duvillard,M,170,75
30937,Henri Duvillard,M,169,65
30938,Robin Duvillard,M,178,71
30939,Martine Duvivier (-Jacquemin),F,171,56
30940,Domagoj Duvnjak,M,198,100
30941,"Richard Lloyd ""Rich"" Duwelius",M,198,89
30942,Ann-Sophie Duyck,F,172,60
30943,"Henry Meursinger Duys, Jr.",M,NA,NA
30944,Talant Mushanbetovich Duyshebayev,M,183,93
30945,Jeroen Tarquinis Cornelis Duyster,M,NA,NA
30946,Willemijn Margaretha Duyster,F,NA,NA
30947,Boris Ivanovich Duyunov,M,187,88
30948,Erik Duyvelshoff,M,180,73
30949,Sultan Duzelbayev,M,176,46
30950,Islam ugum,M,177,66
30951,Vladislav uki,M,188,80
30952,Veselin uho,M,187,95
30953,Goran ukanovi,M,190,100
30954,Vesna uki,F,163,56
30955,Kristijan urasek,M,170,57
30956,Boidar urakovi,M,184,60
30957,Vera urakovi,F,172,63
30958,Aleksandar uri,M,NA,NA
30959,Dragica uri,F,179,70
30960,Nemanja uri,M,195,93
30961,ore uri,M,NA,NA
30962,Mirjana urica,F,177,67
30963,Duan urii,M,182,78
30964,Tone urii,M,NA,NA
30965,Bojan urkovi,M,180,83
30966,Ratko urkovi,M,190,106
30967,Zorica urkovi,F,172,62
30968,Aleksander urenski,M,NA,NA
30969,Zoran urevi,M,183,74
30970,Dalibor uri,M,196,113
30971,Raminta Dvarikyt,F,172,63
30972,Valeriy Vasylovych Dvoinikov,M,170,77
30973,Alois Dvoek,M,NA,NA
30974,Ludvk Dvoek,M,NA,NA
30975,Vladimr Dvoek,M,NA,NA
30976,Bedich Dvok,M,NA,NA
30977,Charles Edward Dvorak,M,NA,NA
30978,Dominik Dvok,M,192,95
30979,"Douglas Scott ""Dusty"" Dvorak",M,188,82
30980,Filip Dvok,M,189,89
30981,Frantiek Dvok,M,NA,NA
30982,"Galyna Volodymyrivna ""Galia"" Dvorak Khasanova",F,169,58
30983,Jaroslav Dvok,M,NA,NA
30984,Kurt Dvorak,M,NA,NA
30985,Lszl Dvork,M,180,86
30986,Libor Dvok,M,178,75
30987,Miroslav Dvok,M,180,66
30988,Miroslav Dvok,M,178,89
30989,Oldich Dvok,M,192,100
30990,Radek Dvok,M,187,90
30991,Tom Dvok,M,186,90
30992,Olena Dvornichenko,F,167,50
30993,Ivan Vasilyevich Dvorny,M,207,105
30994,iva Dvorak,F,168,70
30995,Milan Dvork,M,175,68
30996,Valery Yegorovich Dvoryaninov,M,171,68
30997,Kenneth Victor Dwan,M,183,86
30998,"Mary Phyllis ""Mary Phyl"" Dwight",F,169,69
30999,Max Dwinger,M,187,80
31000,"Marcus ""Max"" Dwinger",M,NA,NA
31001,Paulo Csar Dworakowski,M,184,85
31002,Conor James Dwyer,M,196,89
31003,Dolores Ann Dwyer (-Duffy),F,162,49
31004,James Dwyer,M,NA,NA
31005,Jamie Raymond Dwyer,M,172,68
