540,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Shooting
541,"Shooting Men's Military Rifle, Three Positions, 300 metres",Shooting
542,"Shooting Men's Muzzle-Loading Pistol, 25 metres",Shooting
543,"Shooting Men's Rapid-Fire Pistol, 25 metres",Shooting
544,"Shooting Men's Running Target, 10 metres",Shooting
545,"Shooting Men's Running Target, 50 metres",Shooting
546,"Shooting Men's Running Target, Double Shot",Shooting
547,"Shooting Men's Running Target, Double Shot, Team",Shooting
548,"Shooting Men's Running Target, Single And Double Shot",Shooting
549,"Shooting Men's Running Target, Single Shot",Shooting
550,"Shooting Men's Running Target, Single Shot, Team",Shooting
551,Shooting Men's Skeet,Shooting
552,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Shooting
553,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",Shooting
554,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",Shooting
555,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",Shooting
556,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Shooting
557,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",Shooting
558,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",Shooting
559,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",Shooting
560,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Shooting
561,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Shooting
562,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",Shooting
563,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Shooting
564,Shooting Men's Trap,Shooting
565,"Shooting Men's Trap, Double Shot, 14 metres",Shooting
566,"Shooting Men's Trap, Single Shot, 16 metres",Shooting
567,"Shooting Men's Trap, Team",Shooting
568,Shooting Men's Unknown Event,Shooting
569,"Shooting Mixed Free Pistol, 50 metres",Shooting
570,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Shooting
571,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Shooting
572,"Shooting Mixed Running Target, 50 metres",Shooting
573,Shooting Mixed Skeet,Shooting
574,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Shooting
575,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Shooting
576,Shooting Mixed Trap,Shooting
577,"Shooting Women's Air Pistol, 10 metres",Shooting
578,"Shooting Women's Air Rifle, 10 metres",Shooting
579,Shooting Women's Double Trap,Shooting
580,Shooting Women's Skeet,Shooting
581,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Shooting
582,"Shooting Women's Sporting Pistol, 25 metres",Shooting
583,Shooting Women's Trap,Shooting
584,"Short Track Speed Skating Men's 1,000 metres",Short Track Speed Skating
585,"Short Track Speed Skating Men's 1,500 metres",Short Track Speed Skating
586,"Short Track Speed Skating Men's 5,000 metres Relay",Short Track Speed Skating
587,Short Track Speed Skating Men's 500 metres,Short Track Speed Skating
588,"Short Track Speed Skating Women's 1,000 metres",Short Track Speed Skating
589,"Short Track Speed Skating Women's 1,500 metres",Short Track Speed Skating
590,"Short Track Speed Skating Women's 3,000 metres Relay",Short Track Speed Skating
591,Short Track Speed Skating Women's 500 metres,Short Track Speed Skating
592,Skeleton Men's Skeleton,Skeleton
593,Skeleton Women's Skeleton,Skeleton
594,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
595,"Ski Jumping Men's Large Hill, Team",Ski Jumping
596,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
597,"Ski Jumping Women's Normal Hill, Individual",Ski Jumping
598,Snowboarding Men's Boardercross,Snowboarding
599,Snowboarding Men's Giant Slalom,Snowboarding
600,Snowboarding Men's Halfpipe,Snowboarding
601,Snowboarding Men's Parallel Giant Slalom,Snowboarding
602,Snowboarding Men's Parallel Slalom,Snowboarding
603,Snowboarding Men's Slopestyle,Snowboarding
604,Snowboarding Women's Boardercross,Snowboarding
605,Snowboarding Women's Giant Slalom,Snowboarding
606,Snowboarding Women's Halfpipe,Snowboarding
607,Snowboarding Women's Parallel Giant Slalom,Snowboarding
608,Snowboarding Women's Parallel Slalom,Snowboarding
609,Snowboarding Women's Slopestyle,Snowboarding
610,Softball Women's Softball,Softball
611,"Speed Skating Men's 1,000 metres",Speed Skating
612,"Speed Skating Men's 1,500 metres",Speed Skating
613,"Speed Skating Men's 10,000 metres",Speed Skating
614,"Speed Skating Men's 5,000 metres",Speed Skating
615,Speed Skating Men's 500 metres,Speed Skating
616,Speed Skating Men's Allround,Speed Skating
617,Speed Skating Men's Team Pursuit (8 laps),Speed Skating
618,"Speed Skating Women's 1,000 metres",Speed Skating
619,"Speed Skating Women's 1,500 metres",Speed Skating
620,"Speed Skating Women's 3,000 metres",Speed Skating
621,"Speed Skating Women's 5,000 metres",Speed Skating
622,Speed Skating Women's 500 metres,Speed Skating
623,Speed Skating Women's Team Pursuit (6 laps),Speed Skating
624,"Swimming Men's 1,000 metres Freestyle",Swimming
625,"Swimming Men's 1,200 metres Freestyle",Swimming
626,"Swimming Men's 1,500 metres Freestyle",Swimming
627,Swimming Men's 10 kilometres Open Water,Swimming
628,Swimming Men's 100 Yard Backstroke,Swimming
629,Swimming Men's 100 metres Backstroke,Swimming
630,Swimming Men's 100 metres Breaststroke,Swimming
631,Swimming Men's 100 metres Butterfly,Swimming
632,Swimming Men's 100 metres Freestyle,Swimming
633,Swimming Men's 100 metres Freestyle For Sailors,Swimming
634,Swimming Men's 100 yard Freestyle,Swimming
635,Swimming Men's 200 metres Backstroke,Swimming
636,Swimming Men's 200 metres Breaststroke,Swimming
637,Swimming Men's 200 metres Butterfly,Swimming
638,Swimming Men's 200 metres Freestyle,Swimming
639,Swimming Men's 200 metres Individual Medley,Swimming
640,Swimming Men's 200 metres Obstacle Course,Swimming
641,Swimming Men's 200 metres Team Swimming,Swimming
642,Swimming Men's 220 yard Freestyle,Swimming
643,Swimming Men's 4 x 100 metres Freestyle Relay,Swimming
644,Swimming Men's 4 x 100 metres Medley Relay,Swimming
645,Swimming Men's 4 x 200 metres Freestyle Relay,Swimming
646,Swimming Men's 4 x 250 metres Freestyle Relay,Swimming
647,Swimming Men's 4 x 50 Yard Freestyle Relay,Swimming
648,"Swimming Men's 4,000 metres Freestyle",Swimming
649,Swimming Men's 400 metres Breaststroke,Swimming
650,Swimming Men's 400 metres Freestyle,Swimming
651,Swimming Men's 400 metres Individual Medley,Swimming
652,Swimming Men's 440 Yard Breaststroke,Swimming
653,Swimming Men's 440 yard Freestyle,Swimming
654,Swimming Men's 50 metres Freestyle,Swimming
655,Swimming Men's 50 yard Freestyle,Swimming
656,Swimming Men's 500 metres Freestyle,Swimming
657,Swimming Men's 880 yard Freestyle,Swimming
658,Swimming Men's One Mile Freestyle,Swimming
659,Swimming Men's Plunge For Distance,Swimming
660,Swimming Men's Underwater Swimming,Swimming
661,Swimming Women's 10 kilometres Open Water,Swimming
662,Swimming Women's 100 metres Backstroke,Swimming
663,Swimming Women's 100 metres Breaststroke,Swimming
664,Swimming Women's 100 metres Butterfly,Swimming
665,Swimming Women's 100 metres Freestyle,Swimming
666,Swimming Women's 200 metres Backstroke,Swimming
667,Swimming Women's 200 metres Breaststroke,Swimming
668,Swimming Women's 200 metres Butterfly,Swimming
669,Swimming Women's 200 metres Freestyle,Swimming
670,Swimming Women's 200 metres Individual Medley,Swimming
671,Swimming Women's 300 metres Freestyle,Swimming
672,Swimming Women's 4 x 100 metres Freestyle Relay,Swimming
673,Swimming Women's 4 x 100 metres Medley Relay,Swimming
674,Swimming Women's 4 x 200 metres Freestyle Relay,Swimming
675,Swimming Women's 400 metres Freestyle,Swimming
676,Swimming Women's 400 metres Individual Medley,Swimming
677,Swimming Women's 50 metres Freestyle,Swimming
678,Swimming Women's 800 metres Freestyle,Swimming
679,Synchronized Swimming Women's Duet,Synchronized Swimming
680,Synchronized Swimming Women's Solo,Synchronized Swimming
681,Synchronized Swimming Women's Team,Synchronized Swimming
682,Table Tennis Men's Doubles,Table Tennis
683,Table Tennis Men's Singles,Table Tennis
684,Table Tennis Men's Team,Table Tennis
685,Table Tennis Women's Doubles,Table Tennis
686,Table Tennis Women's Singles,Table Tennis
687,Table Tennis Women's Team,Table Tennis
688,Taekwondo Men's Featherweight,Taekwondo
689,Taekwondo Men's Flyweight,Taekwondo
690,Taekwondo Men's Heavyweight,Taekwondo
691,Taekwondo Men's Welterweight,Taekwondo
692,Taekwondo Women's Featherweight,Taekwondo
693,Taekwondo Women's Flyweight,Taekwondo
694,Taekwondo Women's Heavyweight,Taekwondo
695,Taekwondo Women's Welterweight,Taekwondo
696,Tennis Men's Doubles,Tennis
697,"Tennis Men's Doubles, Covered Courts",Tennis
698,Tennis Men's Singles,Tennis
699,"Tennis Men's Singles, Covered Courts",Tennis
700,Tennis Mixed Doubles,Tennis
701,"Tennis Mixed Doubles, Covered Courts",Tennis
702,Tennis Women's Doubles,Tennis
703,Tennis Women's Singles,Tennis
704,"Tennis Women's Singles, Covered Courts",Tennis
705,Trampolining Men's Individual,Trampolining
706,Trampolining Women's Individual,Trampolining
707,Triathlon Men's Olympic Distance,Triathlon
708,Triathlon Women's Olympic Distance,Triathlon
709,Tug-Of-War Men's Tug-Of-War,Tug-Of-War
710,Volleyball Men's Volleyball,Volleyball
711,Volleyball Women's Volleyball,Volleyball
712,Water Polo Men's Water Polo,Water Polo
713,Water Polo Women's Water Polo,Water Polo
714,Weightlifting Men's All-Around Dumbbell Contest,Weightlifting
715,Weightlifting Men's Bantamweight,Weightlifting
716,Weightlifting Men's Featherweight,Weightlifting
717,Weightlifting Men's Flyweight,Weightlifting
718,Weightlifting Men's Heavyweight,Weightlifting
719,Weightlifting Men's Heavyweight I,Weightlifting
720,Weightlifting Men's Heavyweight II,Weightlifting
721,Weightlifting Men's Light-Heavyweight,Weightlifting
722,Weightlifting Men's Lightweight,Weightlifting
723,Weightlifting Men's Middle-Heavyweight,Weightlifting
724,Weightlifting Men's Middleweight,Weightlifting
725,Weightlifting Men's Super-Heavyweight,Weightlifting
726,"Weightlifting Men's Unlimited, One Hand",Weightlifting
727,"Weightlifting Men's Unlimited, Two Hands",Weightlifting
728,Weightlifting Women's Featherweight,Weightlifting
729,Weightlifting Women's Flyweight,Weightlifting
730,Weightlifting Women's Heavyweight,Weightlifting
731,Weightlifting Women's Light-Heavyweight,Weightlifting
732,Weightlifting Women's Lightweight,Weightlifting
733,Weightlifting Women's Middleweight,Weightlifting
734,Weightlifting Women's Super-Heavyweight,Weightlifting
735,"Wrestling Men's All-Around, Greco-Roman",Wrestling
736,"Wrestling Men's Bantamweight, Freestyle",Wrestling
737,"Wrestling Men's Bantamweight, Greco-Roman",Wrestling
738,"Wrestling Men's Featherweight, Freestyle",Wrestling
739,"Wrestling Men's Featherweight, Greco-Roman",Wrestling
740,"Wrestling Men's Flyweight, Freestyle",Wrestling
741,"Wrestling Men's Flyweight, Greco-Roman",Wrestling
742,"Wrestling Men's Heavyweight, Freestyle",Wrestling
743,"Wrestling Men's Heavyweight, Greco-Roman",Wrestling
744,"Wrestling Men's Light-Flyweight, Freestyle",Wrestling
745,"Wrestling Men's Light-Flyweight, Greco-Roman",Wrestling
746,"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling
747,"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling
748,"Wrestling Men's Lightweight, Freestyle",Wrestling
749,"Wrestling Men's Lightweight, Greco-Roman",Wrestling
750,"Wrestling Men's Middleweight A, Greco-Roman",Wrestling
751,"Wrestling Men's Middleweight B, Greco-Roman",Wrestling
752,"Wrestling Men's Middleweight, Freestyle",Wrestling
753,"Wrestling Men's Middleweight, Greco-Roman",Wrestling
754,"Wrestling Men's Super-Heavyweight, Freestyle",Wrestling
755,"Wrestling Men's Super-Heavyweight, Greco-Roman",Wrestling
756,"Wrestling Men's Unlimited Class, Greco-Roman",Wrestling
757,"Wrestling Men's Welterweight, Freestyle",Wrestling
758,"Wrestling Men's Welterweight, Greco-Roman",Wrestling
759,"Wrestling Women's Featherweight, Freestyle",Wrestling
760,"Wrestling Women's Flyweight, Freestyle",Wrestling
761,"Wrestling Women's Heavyweight, Freestyle",Wrestling
762,"Wrestling Women's Light-Heavyweight, Freestyle",Wrestling
763,"Wrestling Women's Lightweight, Freestyle",Wrestling
764,"Wrestling Women's Middleweight, Freestyle",Wrestling
